tipo;numero;anoassinatura;normaNome;ementa;dataassinatura;apelido;origem;origem_tipo;origem_numero;origem_ano;autor;partido;uf;link_origem;classe;classe_extra;url;index;simbólica;simbólica_tipo;competencia_exclusiva;controle
LEI-n;11445;2007;Lei nº 11.445 de 05/01/2007;"Estabelece as diretrizes nacionais para o saneamento básico; cria o Comitê Interministerial de Saneamento Básico; altera as Leis n os 6.766, de 19 de dezembro de 1979, 8.666, de 21 de junho de 1993, e 8.987, de 13 de fevereiro de 1995; e revoga a Lei nº 6.528, de 11 de maio de 1978.";08/01/2007;;PLN 6/2011;PLN;6;2011;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/100658;Orçamento Público / Crédito Adicional / Crédito Especial;Orçamento;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2007-01-05;11445";CREDITO ESPECIAL , ORÇAMENTO FISCAL , UNIÃO FEDERAL , DESTINAÇÃO , MINISTERIO DA EDUCAÇÃO (MEC) .;nao;;sim;nao okay
LEI-n;11444;2007;Lei nº 11.444 de 05/01/2007;Autoriza o Poder Executivo a efetuar doação à República do Paraguai, no valor de até R$ 20.000.000,00 (vinte milhões de reais).;08/01/2007;;PLC 5290/2005;PL;5290;2005;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pl-5290-2005;Relações Internacionais;Relações Internacionais;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2007-01-05;11444";;nao;;sim;nao okay
LEI-n;11443;2007;Lei nº 11.443 de 05/01/2007;Dá nova redação aos arts. 95 e 96 da Lei nº 4.504, de 30 de novembro de 1964, que dispõe sobre o Estatuto da Terra.;08/01/2007;;PLC 5191/2005;PL;5191;2005;MOACIR MICHELETTO;PMDB;PR;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pl-5191-2005;Política Fundiária e Reforma Agrária;Agropecuária, Abastecimento, Agricultura e Pesca;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2007-01-05;11443";;nao;;não;nao okay
LEI-n;11442;2007;Lei nº 11.442 de 05/01/2007;Dispõe sobre o transporte rodoviário de cargas por conta de terceiros e mediante remuneração e revoga a Lei nº 6.813, de 10 de julho de 1980.;08/01/2007;;PLC 4358/2001;PL;4358;2001;FEU ROSA;PSDB;ES;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pl-4358-2001;Viação e Transportes;Viação e Transportes;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2007-01-05;11442";;nao;;não;nao okay
LEI-n;11441;2007;Lei nº 11.441 de 04/01/2007;Altera dispositivos da Lei nº 5.869, de 11 de janeiro de 1973 - Código de Processo Civil, possibilitando a realização de inventário, partilha, separação consensual e divórcio consensual por via administrativa.;05/01/2007;;PLS 155/2004;PLS;155;2004;Senador César Borges;PFL;BA;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pls-155-2004;Processo Civil;Jurídico;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2007-01-04;11441";;nao;;não;nao okay
LEI-n;11440;2006;Lei nº 11.440 de 29/12/2006;"Institui o Regime Jurídico dos Servidores do Serviço Exterior Brasileiro, altera a Lei nº 8.829, de 22 de dezembro de 1993, que cria, no Serviço Exterior Brasileiro, as Carreiras de Oficial de Chancelaria e de Assistente de Chancelaria, altera a Lei nº 8.829, de 22 de dezembro de 1993; revoga as Leis nºs 7.501, de 27 de junho de 1986, 9.888, de 8 de dezembro de 1999, e 10.872, de 25 de maio de 2004, e dispositivos das Leis nºs 8.028, de 12 de abril de 1990, 8.745, de 9 de dezembro de 1993, e 8.829, de 22 de dezembro de 1993; e dá outras providências.";29/12/2006;;PLN 13/2011;PLN;13;2011;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/100874;;;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-29;11440";CREDITO SUPLEMENTAR , ORÇAMENTO DA SEGURIDADE SOCIAL , UNIÃO FEDERAL , DESTINAÇÃO , MINISTERIO DO DESENVOLVIMENTO SOCIAL E COMBATE A FOME .;nao;;sim;sim ok
LEI-n;11439;2006;Lei nº 11.439 de 29/12/2006;Dispõe sobre as diretrizes para a elaboração da Lei Orçamentária de 2007 e dá outras providências.;29/12/2006;;PLN 2/2006;PLN;2;2006;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/77362;Projeto de Lei de Diretrizes Orçamentárias;Orçamento;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-29;11439";ALTERAÇÃO , ALIQUOTA , MERCADORIA , PRODUÇÃO , ZONA FRANCA .;nao;;sim;sim ok
LEI-n;11438;2006;Lei nº 11.438 de 29/12/2006;Dispõe sobre incentivos e benefícios para fomentar as atividades de caráter desportivo e dá outras providências.;29/12/2006;;PLN 3/2011;PLN;3;2011;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/100519;;;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-29;11438";CREDITO SUPLEMENTAR , ORÇAMENTO FISCAL , ORÇAMENTO DA SEGURIDADE SOCIAL , UNIÃO FEDERAL , DESTINAÇÃO , MINISTERIO DO DESENVOLVIMENTO AGRARIO , MINISTERIO DO DESENVOLVIMENTO SOCIAL E COMBATE A FOME .;nao;;não;sim ok
LEI-n;11437;2006;Lei nº 11.437 de 28/12/2006;"Altera a destinação de receitas decorrentes da Contribuição para o Desenvolvimento da Indústria Cinematográfica Nacional - CONDECINE, criada pela Medida Provisória nº 2.228-1, de 6 de setembro de 2001, visando ao financiamento de programas e projetos voltados para o desenvolvimento das atividades audiovisuais; altera a Medida Provisória nº 2.228-1, de 6 de setembro de 2001, e a Lei nº 8.685, de 20 de julho de 1993, prorrogando e instituindo mecanismos de fomento à atividade audiovisual; e dá outras providências.";29/12/2006;;PLC 7193/2006;PL;7193;2006;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pl-7193-2006;Cultura;Cultura;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-28;11437";;nao;;não;nao okay
LEI-n;11436;2006;Lei nº 11.436 de 28/12/2006;Cria e transforma, no Quadro de Pessoal do Tribunal Regional do Trabalho da 4ª Região, os cargos que menciona e dá outras providências.;29/12/2006;;PLC 2548/2003;PL;2548;2003;Tribunal Superior do Trabalho;BR;BR;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pl-2548-2003;Servidores Públicos;Serviço Público, Servidor Público e Cargos Públicos;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-28;11436";;nao;;sim;nao okay
LEI-n;11435;2006;Lei nº 11.435 de 28/12/2006;"Altera os arts. 136, 137, 138, 139, 141 e 143 do Decreto-Lei nº 3.689, de 3 de outubro de 1941 - Código de Processo Penal, para substituir a expressão ""seqüestro"" por ""arresto"", com os devidos ajustes redacionais.";29/12/2006;;PLS 526/2003;PLS;526;2003;Senador Marcelo Crivella;PL;RJ;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pls-526-2003;Processo Penal;Jurídico;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-28;11435";;nao;;não;nao okay
LEI-n;11434;2006;Lei nº 11.434 de 28/12/2006;"Acresce art. 18-A à Lei nº 8.177, de 1º de março de 1991, que estabelece regras para a desindexação da economia; altera as Leis nºs 10.893, de 13 de julho de 2004, 10.833, de 29 de dezembro de 2003, e 11.322, de 13 de julho de 2006; e dá outras providências.";29/12/2006;;PLN 17/2011;PLN;17;2011;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/101158;;;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-28;11434";CREDITO SUPLEMENTAR , ORÇAMENTO FISCAL , DESTINAÇÃO , MINISTERIO DA JUSTIÇA (MJ) , MINISTERIO DA DEFESA .;nao;;não;nao okay
LEI-n;11433;2006;Lei nº 11.433 de 28/12/2006;Dispõe sobre o Dia Nacional do Idoso.;29/12/2006;;PLC 2366/2000;PL;2366;2000;WELLINGTON FAGUNDES;PR;MT;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pl-2366-2000;Data Comemorativa;Data Comemorativa;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-28;11433";;sim;Data Comemorativa;não;nao okay
LEI-n;11432;2006;Lei nº 11.432 de 28/12/2006;Abre ao Orçamento da Seguridade Social da União, em favor do Ministério da Saúde, crédito especial no valor de R$ 1.800.000,00, para os fins que especifica.;29/12/2006;;PLN 4/2011;PLN;4;2011;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/100520;Orçamento Público / Crédito Adicional / Crédito Especial;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-28;11432";MINISTERIO DA INTEGRAÇÃO NACIONAL , MINISTERIO DO DESENVOLVIMENTO SOCIAL E COMBATE A FOME .;nao;;sim;nao okay
LEI-n;11431;2006;Lei nº 11.431 de 28/12/2006;Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor de diversos órgãos dos Poderes Legislativo, Judiciário e Executivo e do Ministério Público da União, crédito suplementar no valor global de R$ 215.927.988,00, para reforço de dotações constantes da Lei Orçamentária vigente.;29/12/2006;;PLN 37/2006;PLN;37;2006;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/79184;Crédito Suplementar;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-28;11431";AUTORIZAÇÃO , UNIÃO FEDERAL , TRANSFERENCIA FINANCEIRA , BENEFICIARIO , MUNICIPIOS , DISTRITO FEDERAL (DF) , OBJETIVO , MANUTENÇÃO , ESTABELECIMENTO DE ENSINO .;nao;;sim;nao okay
LEI-n;11430;2006;Lei nº 11.430 de 26/12/2006;"Altera as Leis nºs 8.213, de 24 de julho de 1991, e 9.796, de 5 de maio de 1999, aumenta o valor dos benefícios da previdência social; e revoga a Medida Provisória nº 316, de 11 de agosto de 2006; dispositivos das Leis nºs 8.213, de 24 de julho de 1991, 8.444, de 20 de julho de 1992, e da Medida Provisória nº 2.187-13, de 24 de agosto de 2001; e a Lei nº 10.699, de 9 de julho de 2003.";27/12/2006;;PLN 1/2011;PLN;1;2011;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/99344;Orçamento Público / Crédito Adicional / Crédito Suplementar;Orçamento;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-26;11430";CREDITO SUPLEMENTAR , ORÇAMENTO DA SEGURIDADE SOCIAL , UNIÃO FEDERAL , DESTINAÇÃO , MINISTERIO DO DESENVOLVIMENTO SOCIAL E COMBATE A FOME .;nao;;sim;nao okay
LEI-n;11429;2006;Lei nº 11.429 de 26/12/2006;"Dispõe sobre os depósitos judiciais de tributos, no âmbito dos Estados e do Distrito Federal; revoga a Lei nº 10.482, de 3 de julho de 2002; e dá outras providências.";27/12/2006;;PLC 4591/2004;PL;4591;2004;EDUARDO CUNHA;MDB;RJ;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pl-4591-2004;Direito Civil;Economia e Tributos;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-26;11429";;nao;;não;nao okay
LEI-n;11428;2006;Lei nº 11.428 de 22/12/2006;Dispõe sobre a utilização e proteção da vegetação nativa do Bioma Mata Atlântica, e dá outras providências.;26/12/2006;;PLN 9/2011;PLN;9;2011;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/100790;Orçamento Público / Crédito Adicional / Crédito Especial;Orçamento;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-22;11428";CREDITO ESPECIAL , ORÇAMENTO FISCAL , UNIÃO FEDERAL , DESTINAÇÃO , JUSTIÇA ELEITORAL , JUSTIÇA DO TRABALHO , PRESIDENCIA DA REPUBLICA , MINISTERIO PUBLICO DA UNIÃO , CONSELHO NACIONAL .;nao;;sim;nao okay
LEI-n;11427;2006;Lei nº 11.427 de 21/12/2006;Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios do Meio Ambiente e da Integração Nacional, crédito suplementar no valor global de R$ 144.596.444,00, para reforço de dotações constantes da Lei Orçamentária vigente, e dá outras providências.;22/12/2006;;PLN 32/2006;PLN;32;2006;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/79175;Crédito Suplementar;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-21;11427";ALTERAÇÃO , INCLUSÃO , FILHO , IRMÃO , DEFICIENTE MENTAL , DEPENDENTE , PLANO DE BENEFICIOS , PREVIDENCIA SOCIAL .;nao;;sim;nao okay
LEI-n;11426;2006;Lei nº 11.426 de 21/12/2006;Abre ao Orçamento Fiscal da União, em favor do Ministério da Integração Nacional, crédito especial no valor de R$ 5.914.483,00, para os fins que especifica.;22/12/2006;;PLN 21/2006;PLN;21;2006;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/78884;Crédito Especial;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-21;11426";ALTERAÇÃO , ORGANIZAÇÃO ADMINISTRATIVA , EXECUTIVO , MINISTERIOS , ALTERAÇÃO .;nao;;sim;nao okay
LEI-n;11425;2006;Lei nº 11.425 de 21/12/2006;Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios da Ciência e Tecnologia e da Educação, crédito especial no valor global de R$ 209.890.000,00, para os fins que especifica, e dá outras providências.;22/12/2006;;PLN 13A/2006;PLN;13A;2006;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/79599;Crédito Especial;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-21;11425";ALTERAÇÃO , TABELA , IMPOSTO DE RENDA , PESSOA FISICA .;nao;;sim;nao okay
LEI-n;11424;2006;Lei nº 11.424 de 21/12/2006;Abre ao Orçamento Fiscal, em favor do Ministério da Educação, crédito especial no valor de R$ 18.000,00, para os fins que especifica.;22/12/2006;;PLN 13/2006;PLN;13;2006;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/78598;Crédito Especial;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-21;11424";CRIAÇÃO , PLANO DE RECUPERAÇÃO , REDE ESCOLAR , ESCOLA PUBLICA , ESTADOS , DISTRITO FEDERAL (DF) , MUNICIPIOS , VITIMA , DESASTRE , AMBITO , FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO (FNDE) , MINISTERIO DA EDUCAÇÃO (MEC) .;nao;;sim;nao okay
LEI-n;11423;2006;Lei nº 11.423 de 21/12/2006;Inclui programações no Anexo VII da Lei nº 11.306, de 16 de maio de 2006, que estima a receita e fixa a despesa da União para o exercício financeiro de 2006, e dá outras providências.;22/12/2006;Lei de Diretrizes Orçamentárias (LDO) (2012);PLN 2/2011;PLN;2;2011;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/99940;Orçamento Público / Diretrizes Orçamentárias / Projeto de Lei de Diretrizes Orçamentárias;Orçamento;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-21;11423";NORMAS , DEFINIÇÃO , DIRETRIZ , ELABORAÇÃO , ORÇAMENTO , LEI DE DIRETRIZES ORÇAMENTARIAS (LDO) , UNIÃO FEDERAL , ORÇAMENTO FISCAL , ORÇAMENTO DA SEGURIDADE SOCIAL .;nao;;sim;nao okay
LEI-n;11422;2006;Lei nº 11.422 de 21/12/2006;Autoriza o Poder Executivo a desapropriar, em favor do Ministério Público Federal, os imóveis que especifica, de propriedade do Município do Rio de Janeiro.;22/12/2006;;PLC 7028/2006;PL;7028;2006;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pl-7028-2006;Organização Administrativa;Jurídico;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-21;11422";;nao;;não;nao okay
LEI-n;11421;2006;Lei nº 11.421 de 21/12/2006;Altera o valor do auxílio-invalidez devido aos militares das Forças Armadas na inatividade remunerada e revoga a Tabela V do Anexo IV da Medida Provisória nº 2.215-10, de 31 de agosto de 2001.;22/12/2006;;PLC 7486/2006;PL;7486;2006;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pl-7486-2006;Previdência Social;Previdência e Seguridade;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-21;11421";;nao;;sim;nao okay
LEI-n;11420;2006;Lei nº 11.420 de 20/12/2006;Altera dispositivos da Lei nº 11.322, de 13 de julho de 2006, que dispõe sobre a renegociação de dívidas oriundas de operações de crédito rural contratadas na área de atuação da Agência de Desenvolvimento do Nordeste - ADENE, e dá outras providências.;21/12/2006;;MPV 317/2006;MPV;317;2006;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/plv-23-2006;Economia e Desenvolvimento / Linha de Crédito Economia e Desenvolvimento / Agropecuária e Abastecimento;Agropecuária, Abastecimento, Agricultura e Pesca;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-20;11420";CRIAÇÃO , CARGO , MINISTRO , CARGO EM COMISSÃO , SECRETARIA , AVIAÇÃO CIVIL .;nao;;não;nao okay
LEI-n;11419;2006;Lei nº 11.419 de 19/12/2006;"Dispõe sobre a informatização do processo judicial; altera a Lei nº 5.869, de 11 de janeiro de 1973 - Código de Processo Civil; e dá outras providências.";20/12/2006;;PL 5828/2001;PL;5828;2001;Comissão de Legislação Participativa;BR;BR;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pl-5828-2001;Poder Judiciário;Poder Judiciário;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-19;11419";DEFINIÇÃO , CRITERIOS , EXTINÇÃO , FUNDO NACIONAL DE DESENVOLVIMENTO (FND) .;nao;;não;nao okay
LEI-n;11418;2006;Lei nº 11.418 de 19/12/2006;Acrescenta à Lei nº 5.869, de 11 de janeiro de 1973 - Código de Processo Civil, dispositivos que regulamentam o § 3º do art. 102 da Constituição Federal.;20/12/2006;;PLS 12/2006;PLS;12;2006;CMESP - Reforma Judiciário - 2004;BR;BR;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pls-12-2006;Processo Civil;Jurídico;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-19;11418";;nao;;não;nao okay
LEI-n;11417;2006;Lei nº 11.417 de 19/12/2006;Regulamenta o art. 103-A da Constituição Federal e altera a Lei nº 9.784, de 29 de janeiro de 1999, disciplinando a edição, a revisão e o cancelamento de enunciado de súmula vinculante pelo Supremo Tribunal Federal, e dá outras providências.;20/12/2006;;PLS 13/2006;PLS;13;2006;CMESP - Reforma Judiciário - 2004;BR;BR;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pls-13-2006;Organização Federativa { Federação Brasileira , Pacto Federativo };Jurídico;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-19;11417";ALTERAÇÃO , PRORROGAÇÃO , PRAZO , SUBVENÇÃO , NATUREZA ECONOMICA , BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL (BNDES) , FINANCIAMENTO .;nao;;não;nao okay
LEI-n;11416;2006;Lei nº 11.416 de 15/12/2006;"Dispõe sobre as Carreiras dos Servidores do Poder Judiciário da União; revoga as Leis nºs 9.421, de 24 de dezembro de 1996, 10.475, de 27 de junho de 2002, 10.417, de 5 de abril de 2002, e 10.944, de 16 de setembro de 2004; e dá outras providências.";15/12/2006;;PLC 5845/2005;PL;5845;2005;Supremo Tribunal Federal;BR;BR;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pl-5845-2005;Servidores Públicos;Serviço Público, Servidor Público e Cargos Públicos;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-15;11416";;nao;;sim;sim ok
LEI-n;11415;2006;Lei nº 11.415 de 15/12/2006;"Dispõe sobre as Carreiras dos Servidores do Ministério Público da União, fixa os valores de sua remuneração; revoga a Lei nº 9.953, de 4 de janeiro de 2000, e a Lei nº 10.476, de 27 de junho de 2002, e dá outras providências.";15/12/2006;;PLC 6469/2005;PL;6469;2005;Ministério Público da União;BR;BR;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pl-6469-2005;Servidores Públicos;Serviço Público, Servidor Público e Cargos Públicos;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-15;11415";;nao;;sim;sim ok
LEI-n;11414;2006;Lei nº 11.414 de 15/12/2006;Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios da Ciência e Tecnologia, da Educação, da Cultura e do Esporte, crédito suplementar no valor global de R$ 424.008.334,00, para reforço de dotações constantes da Lei Orçamentária vigente, e dá outras providências.;15/12/2006;Lei do Cadastro Positivo (2011);PLN 46/2006;PLN;46;2006;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/79191;Crédito Suplementar;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-15;11414";FORMAÇÃO , CONSULTA , BANCO DE DADOS , INFORMAÇÃO , CUMPRIMENTO , OBRIGAÇÕES , PESSOA FISICA , PESSOA JURIDICA , OBJETIVO , HISTORIA , CREDITOS , AVALIAÇÃO , SITUAÇÃO ECONOMICA .;nao;;sim;sim ok
LEI-n;11413;2006;Lei nº 11.413 de 15/12/2006;Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor de diversos Órgãos dos Poderes Legislativo e Judiciário, da Presidência da República e do Ministério Público da União, crédito suplementar no valor global de R$ 97.472.929,00, para reforço de dotações constantes da Lei Orçamentária vigente.;15/12/2006;Lei Orçamentária Anual (LOA) (2011);PLN 59/2010;PLN;59;2010;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/97992;Orçamento Público / Orçamento Anual / Projeto da Lei Orçamentária Anual;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-15;11413";FIXAÇÃO , RECEITA , DESPESA , UNIÃO FEDERAL , EXERCICIO FINANCEIRO , DETALHAMENTO , FONTE , FINANCIAMENTO , INVESTIMENTO , ORGÃOS , ADMINISTRAÇÃO FEDERAL .;nao;;sim;sim ok
LEI-n;11412;2006;Lei nº 11.412 de 15/12/2006;Abre ao Orçamento de Investimento para 2006, em favor de empresas do Grupo ELETROBRÁS, crédito suplementar no valor total de R$ 408.871.889,00 e reduz o Orçamento de Investimento de empresas do mesmo Grupo no valor global de R$ 758.445.333,00, para os fins que especifica.;15/12/2006;;PLN 76/2010;PLN;76;2010;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/98167;Orçamento Público / Crédito Adicional / Crédito Suplementar;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-15;11412";CREDITO SUPLEMENTAR , ORÇAMENTO FISCAL , DESTINAÇÃO , MINISTERIO DO PLANEJAMENTO E ORÇAMENTO (MPO) , MINISTERIO DAS CIDADES .;nao;;sim;sim ok
LEI-n;11411;2006;Lei nº 11.411 de 15/12/2006;Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios de Minas e Energia, dos Transportes e das Comunicações, crédito suplementar no valor global de R$ 73.085.237,00, para reforço de dotações constantes da Lei Orçamentária vigente, e dá outras providências.;15/12/2006;;PLN 36/2006;PLN;36;2006;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/79183;Crédito Suplementar;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-15;11411";AUTORIZAÇÃO , UNIÃO FEDERAL , EXECUTIVO , ABSTENÇÃO , AQUISIÇÃO , AÇÕES , CORRELAÇÃO , AUMENTO DE CAPITAL , EMPRESA , SOCIEDADE DE ECONOMIA MISTA .;nao;;sim;sim ok
LEI-n;11410;2006;Lei nº 11.410 de 15/12/2006;Abre ao Orçamento Fiscal da União, em favor de Operações Oficiais de Crédito, crédito suplementar no valor de R$ 239.432.440,00, para reforço de dotações constantes da Lei Orçamentária vigente.;15/12/2006;;PLN 43/2006;PLN;43;2006;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/79178;Crédito Suplementar;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-15;11410";ALTERAÇÃO , CRITERIOS , REGISTRO , REGULARIZAÇÃO , DEMARCAÇÃO , TERRENO , AREA , IMOVEL , INCORPORAÇÃO IMOBILIARIA , ORGANIZAÇÃO FUNDIARIA , ASSENTAMENTO POPULACIONAL , INTERESSE SOCIAL .;nao;;sim;sim ok
LEI-n;11409;2006;Lei nº 11.409 de 15/12/2006;Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios da Agricultura, Pecuária e Abastecimento e do Desenvolvimento Agrário, crédito suplementar no valor global de R$ 72.150.506,00, para reforço de dotações constantes da Lei Orçamentária vigente.;15/12/2006;;PLN 40/2006;PLN;40;2006;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/79187;Crédito Suplementar;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-15;11409";PRORROGAÇÃO , PRAZO , DESONERAÇÃO TRIBUTARIA , CONTRIBUIÇÃO PARA FINANCIAMENTO DA SEGURIDADE SOCIAL (COFINS) , BENEFICIO FISCAL , CONSTRUÇÃO CIVIL .;nao;;sim;sim ok
LEI-n;11408;2006;Lei nº 11.408 de 15/12/2006;Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios da Justiça e da Defesa, crédito especial no valor global de R$ 1.478.656,00, para os fins que especifica.;15/12/2006;;PLN 35/2006;PLN;35;2006;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/79181;Crédito Especial;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-15;11408";RATIFICAÇÃO , PROTOCOLO DE INTENÇÕES , UNIÃO , MUNICIPIO , ESTADO DO RIO DE JANEIRO (RJ) , OBJETIVO , CONSORCIO PUBLICO , AUTORIDADE PUBLICA , OLIMPIADAS .;nao;;sim;sim ok
LEI-n;11407;2006;Lei nº 11.407 de 15/12/2006;Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios do Planejamento, Orçamento e Gestão e das Cidades, crédito suplementar no valor global de R$ 34.544.883,00, para reforço de dotações constantes da Lei Orçamentária vigente.;15/12/2006;;PLN 36/2010;PLN;36;2010;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/97709;Orçamento Público / Crédito Adicional / Crédito Suplementar;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2006-12-15;11407";CREDITO SUPLEMENTAR , ORÇAMENTO FISCAL , UNIÃO FEDERAL , DESTINAÇÃO , MINISTERIO DE MINAS E ENERGIA (MME) , MINISTERIO DOS TRANSPORTES (MTR) , MINISTERIO DAS COMUNICAÇÕES (MC) .;nao;;sim;sim ok
